unix,date,symbol,open,high,low,close,Volume BTC,Volume USD,price_change_1h,volume_change_1h,garman_klass_12h
1526508000,2018-05-16 22:00:00,BTC/USD,8295.85,8398.24,8277.25,8277.25,3030639.92,363.17,-0.22420848978706998,209.79271517529642,0.008102051196611258
1526511600,2018-05-16 23:00:00,BTC/USD,8277.25,8372.58,8277.25,8346.59,1784063.07,214.18,0.8377178410704067,-41.02486438857835,0.006949891587861024
1526515200,2018-05-17 00:00:00,BTC/USD,8346.59,8399.99,8314.78,8358.3,1436126.5,171.64,0.14029681582536924,-19.861798487253722,0.007286364622000768
1526518800,2018-05-17 01:00:00,BTC/USD,8358.3,8386.53,8314.77,8375.1,2160023.63,258.58,0.20099781055957777,50.65252854812399,0.0075599330779917975
1526522400,2018-05-17 02:00:00,BTC/USD,8375.1,8400.0,8350.07,8368.62,2509694.55,299.52,-0.07737221048106369,15.832624332895051,0.005975086418747627
1526526000,2018-05-17 03:00:00,BTC/USD,8368.62,8500.0,8331.39,8366.72,6048203.82,718.98,-0.02270386276352898,140.04407051282053,0.008729576858292903
1526529600,2018-05-17 04:00:00,BTC/USD,8366.72,8381.0,8314.77,8314.77,1000211.56,119.7,-0.6209123766541591,-83.35141450388049,0.008217209716812808
1526533200,2018-05-17 05:00:00,BTC/USD,8314.77,8371.3,8275.45,8363.7,3379135.19,405.25,0.5884708777272207,238.55472013366747,0.00848135111534246
1526536800,2018-05-17 06:00:00,BTC/USD,8363.7,8382.41,8335.49,8344.16,1761990.38,210.77,-0.2336286571732682,-47.9901295496607,0.008423681303395002
1526540400,2018-05-17 07:00:00,BTC/USD,8344.16,8351.0,8191.14,8247.4,5919821.52,714.82,-1.1596134302314431,239.14693741993642,0.007371765299115303
1526544000,2018-05-17 08:00:00,BTC/USD,8247.4,8292.99,8227.7,8277.4,1784788.58,215.97,0.3637510003152489,-69.78679947399345,0.007533749624265375
1526547600,2018-05-17 09:00:00,BTC/USD,8277.4,8325.8,8264.13,8291.67,1361911.38,164.2,0.17239712953343034,-23.97092188729917,0.0070801074241806485
1526551200,2018-05-17 10:00:00,BTC/USD,8291.67,8318.99,8249.93,8307.89,1670966.85,201.55,0.1956180118118489,22.74665042630939,0.007418584729679334
1526554800,2018-05-17 11:00:00,BTC/USD,8307.89,8324.9,8269.52,8298.9,1687381.64,203.41,-0.10821038795650884,0.922847928553705,0.005189599027170888
1526558400,2018-05-17 12:00:00,BTC/USD,8298.9,8335.56,8219.44,8269.47,7337732.27,886.82,-0.3546253117883147,335.97659898726715,0.0066164400793265405
1526562000,2018-05-17 13:00:00,BTC/USD,8269.47,8309.4,8262.68,8300.98,791422.26,95.49,0.3810401392108531,-89.23231320899393,0.006303304717244616
1526565600,2018-05-17 14:00:00,BTC/USD,8300.98,8377.29,8286.65,8318.49,4160031.45,499.67,0.2109389493770708,423.26945229867005,0.006765981755989393
1526569200,2018-05-17 15:00:00,BTC/USD,8318.49,8330.41,8289.87,8306.39,1435667.85,172.77,-0.14545909173420135,-65.42317929833689,0.006564541175432771
1526572800,2018-05-17 16:00:00,BTC/USD,8306.39,8328.23,8232.14,8276.43,2938421.81,355.39,-0.3606861705265363,105.701221276842,0.005940132346119078
1526576400,2018-05-17 17:00:00,BTC/USD,8276.43,8284.36,8232.14,8257.69,2107306.11,255.27,-0.22642612817361796,-28.171867525816708,0.00609999768865488
1526580000,2018-05-17 18:00:00,BTC/USD,8257.69,8274.83,8110.02,8166.0,4838784.03,591.06,-1.1103589502633349,131.54307204136794,0.007835649822136258
1526583600,2018-05-17 19:00:00,BTC/USD,8166.0,8200.0,8154.95,8176.33,1087904.55,133.1,0.12650012245898345,-77.48113558691165,0.007890916646393409
1526587200,2018-05-17 20:00:00,BTC/USD,8176.33,8232.14,8168.6,8200.7,1224651.09,149.13,0.29805548455115183,12.043576258452294,0.007303602461359137
1526590800,2018-05-17 21:00:00,BTC/USD,8200.7,8213.97,8151.0,8155.41,716047.78,87.55,-0.5522699281768739,-41.29283175752699,0.00729944406370591
1526594400,2018-05-17 22:00:00,BTC/USD,8155.41,8155.41,7980.0,8080.0,8543296.28,1061.54,-0.9246622793949055,1112.4957167332952,0.008092667563192846
1526598000,2018-05-17 23:00:00,BTC/USD,8080.0,8108.28,8005.95,8067.03,2309375.48,286.94,-0.16051980198019677,-72.9694594645515,0.009042471596789645
1526601600,2018-05-18 00:00:00,BTC/USD,8067.03,8068.92,7929.53,7958.08,4185614.12,524.42,-1.3505590037473536,82.76294695755209,0.009757995878458004
1526605200,2018-05-18 01:00:00,BTC/USD,7958.08,8019.9,7931.03,7974.25,2522629.74,316.0,0.20318971410189235,-39.742954120742915,0.010290787053468892
1526608800,2018-05-18 02:00:00,BTC/USD,7974.25,8026.66,7950.0,7998.5,3524532.06,441.43,0.30410383421637377,39.693037974683556,0.008109280475446123
1526612400,2018-05-18 03:00:00,BTC/USD,7998.5,8025.0,7980.58,7991.99,1517993.24,189.7,-0.08139026067387478,-57.02602904197721,0.007045078848296029
1526616000,2018-05-18 04:00:00,BTC/USD,7991.99,8104.69,7991.99,8022.7,6811160.37,844.94,0.3842597400647296,345.40853979968375,0.007254094338524968
1526619600,2018-05-18 05:00:00,BTC/USD,8022.7,8061.39,7992.75,8042.97,1246845.51,155.34,0.25265808269037127,-81.61526262219803,0.006784109510181809
1526623200,2018-05-18 06:00:00,BTC/USD,8042.97,8045.99,7953.4,7965.67,2062118.35,257.56,-0.9610877573831611,65.80404274494656,0.006568217128565535
1526626800,2018-05-18 07:00:00,BTC/USD,7965.67,8170.71,7965.67,8088.95,4941942.99,610.69,1.5476413157964108,137.10591706786772,0.00986482721128107
1526630400,2018-05-18 08:00:00,BTC/USD,8088.95,8144.16,8085.94,8122.19,1767882.94,217.97,0.4109309613732348,-64.30758650051581,0.008890119494884366
1526634000,2018-05-18 09:00:00,BTC/USD,8122.19,8139.99,8078.48,8107.99,1405941.08,173.18,-0.17482969494679867,-20.548699362297562,0.008798022291813475
1526637600,2018-05-18 10:00:00,BTC/USD,8107.99,8152.99,8092.9,8137.73,1771767.46,218.06,0.36679867636737473,25.915232705855185,0.008672512552531413
1526641200,2018-05-18 11:00:00,BTC/USD,8137.73,8137.73,8049.22,8115.0,3021026.92,372.97,-0.27931622209140805,71.04008071173074,0.005607692914261909
1526644800,2018-05-18 12:00:00,BTC/USD,8115.0,8143.72,8079.46,8107.0,3924699.93,484.39,-0.09858287122612719,29.873716384695804,0.005864068150329752
1526648400,2018-05-18 13:00:00,BTC/USD,8107.0,8129.99,8062.12,8094.4,2008972.2,248.1,-0.15542124090293097,-48.78094097731167,0.006003503252391014
1526652000,2018-05-18 14:00:00,BTC/USD,8094.4,8106.76,8043.96,8080.01,1310624.66,162.35,-0.17777722870131463,-34.562676340185405,0.0061441102236518145
1526655600,2018-05-18 15:00:00,BTC/USD,8080.01,8139.0,8063.1,8117.09,2459563.84,303.42,0.45891032313079005,86.89251616877118,0.005701243613616872
1526659200,2018-05-18 16:00:00,BTC/USD,8117.09,8152.04,8088.46,8126.99,2360327.48,290.69,0.12196489135885002,-4.1955045811087,0.00568094371468788
1526662800,2018-05-18 17:00:00,BTC/USD,8126.99,8146.99,8094.43,8110.95,1306938.69,160.93,-0.19736704487146595,-44.63861845952732,0.005346178835767266
1526666400,2018-05-18 18:00:00,BTC/USD,8110.95,8232.14,8088.46,8215.39,3023216.23,369.4,1.2876420148071333,129.54079413409553,0.0066537904626709065
1526670000,2018-05-18 19:00:00,BTC/USD,8215.39,8275.1,8191.14,8231.42,4017082.0,487.27,0.19512159495775894,31.90850027070926,0.006925128656398076
1526673600,2018-05-18 20:00:00,BTC/USD,8231.42,8256.12,8212.0,8240.13,768496.36,93.35,0.1058140636730931,-80.8422435200197,0.006627096373960879
1526677200,2018-05-18 21:00:00,BTC/USD,8240.13,8274.1,8224.5,8235.0,797452.91,96.68,-0.06225629935449062,3.5672201392608516,0.006598518435151913
1526680800,2018-05-18 22:00:00,BTC/USD,8235.0,8255.8,8211.0,8219.9,593782.25,72.14,-0.183363691560412,-25.38270583367812,0.0048959919534045685
1526684400,2018-05-18 23:00:00,BTC/USD,8219.9,8253.97,8211.01,8248.87,742888.31,90.22,0.3524373775836809,25.062378708067644,0.0036805649520634024
1526688000,2018-05-19 00:00:00,BTC/USD,8248.87,8261.09,8210.03,8213.5,1388410.0,168.52,-0.4287860034162372,86.78785191753494,0.0036176576921493836
1526691600,2018-05-19 01:00:00,BTC/USD,8213.5,8235.76,8158.27,8200.99,1664187.39,203.15,-0.15231022097765834,20.549489674816044,0.004421836732447359
1526695200,2018-05-19 02:00:00,BTC/USD,8200.99,8227.0,8177.65,8200.0,585639.94,71.42,-0.012071713293149156,-64.84371154319469,0.0045497859730608894
1526698800,2018-05-19 03:00:00,BTC/USD,8200.0,8273.36,8179.41,8237.3,3827494.71,464.56,0.45487804878048266,550.4620554466536,0.005727724452099467
1526702400,2018-05-19 04:00:00,BTC/USD,8237.3,8264.21,8221.92,8228.13,469757.14,57.0,-0.11132288492589071,-87.73032546926125,0.0057406791297958705
1526706000,2018-05-19 05:00:00,BTC/USD,8228.13,8250.0,8217.32,8240.83,735602.44,89.42,0.1543485579347914,56.87719298245615,0.004873206772040613
1526709600,2018-05-19 06:00:00,BTC/USD,8240.83,8250.86,8213.52,8214.9,407218.44,49.47,-0.3146527716261671,-44.67680608365019,0.004564778885418896
1526713200,2018-05-19 07:00:00,BTC/USD,8214.9,8235.77,8141.08,8170.07,1635561.11,200.05,-0.5457157116946054,304.38649686678804,0.004510695995321282
1526716800,2018-05-19 08:00:00,BTC/USD,8170.07,8232.12,8146.1,8229.87,2084416.27,254.37,0.7319398732201998,27.15321169707572,0.005082560842320351
1526720400,2018-05-19 09:00:00,BTC/USD,8229.87,8232.14,8186.03,8205.87,534277.71,65.05,-0.29162064528358567,-74.42701576443763,0.00521661181230981
